timestamp_ms,seq,altitude_m,temp_c,pressure_hpa,lat,lon,gps_alt_m,gps_fix,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,battery_v,mission_state,payload_sep,parachute,descent_rate_mps,error_code
1769000002199,11,5.6,25.0,1012.6,13.082720,80.270680,5.6,1,0.020,-0.010,1.600,-0.67,1.00,0.75,3.90,1,0,0,-28.00,0000
1769000002400,12,11.2,24.9,1011.9,13.082740,80.270700,11.2,1,0.020,-0.010,1.600,-0.33,-1.50,-1.50,3.90,1,0,0,-27.86,0000
1769000002600,13,16.8,24.9,1011.2,13.082760,80.270720,16.8,1,0.020,-0.010,1.600,0.00,-1.00,-0.75,3.90,1,0,0,-28.00,0000
1769000002800,14,22.4,24.9,1010.6,13.082640,80.270740,22.4,1,0.020,-0.010,1.600,0.33,-0.50,0.00,3.90,1,0,0,-28.00,0000
1769000003000,15,28.0,24.8,1009.9,13.082660,80.270660,28.0,1,0.020,-0.010,1.600,0.67,0.00,0.75,3.90,1,0,0,-28.00,0000
1769000003200,16,33.6,24.8,1009.2,13.082680,80.270680,33.6,1,0.020,-0.010,1.600,1.00,0.50,-1.50,3.90,1,0,0,-28.00,0000
1769000003400,17,39.2,24.7,1008.5,13.082700,80.270700,39.2,1,0.020,-0.010,1.600,1.33,1.00,-0.75,3.90,1,0,0,-28.00,0000
1769000003600,18,44.8,24.7,1007.9,13.082720,80.270720,44.8,1,0.020,-0.010,1.600,-1.33,-1.50,0.00,3.90,1,0,0,-28.00,0000
1769000003800,19,50.4,24.7,1007.2,13.082740,80.270740,50.4,1,0.020,-0.010,1.600,-1.00,-1.00,0.75,3.90,1,0,0,-28.00,0000
1769000004000,20,56.0,24.6,1006.5,13.082760,80.270660,56.0,1,0.020,-0.010,1.600,-0.67,-0.50,-1.50,3.90,1,0,0,-28.00,0000
1769000004200,21,61.6,24.6,1005.9,13.082640,80.270680,61.6,1,0.020,-0.010,1.600,-0.33,0.00,-0.75,3.90,1,0,0,-28.00,0000
1769000004400,22,67.2,24.6,1005.2,13.082660,80.270700,67.2,1,0.020,-0.010,1.600,0.00,0.50,0.00,3.90,1,0,0,-28.00,0000
1769000004600,23,72.8,24.5,1004.5,13.082680,80.270720,72.8,1,0.020,-0.010,1.600,0.33,1.00,0.75,3.90,1,0,0,-28.00,0000
1769000004800,24,78.4,24.5,1003.9,13.082700,80.270740,78.4,1,0.020,-0.010,1.600,0.67,-1.50,-1.50,3.90,1,0,0,-28.00,0000
1769000005000,25,84.0,24.5,1003.2,13.082720,80.270660,84.0,1,0.020,-0.010,1.600,1.00,-1.00,-0.75,3.90,1,0,0,-28.00,0000
1769000005200,26,89.6,24.4,1002.5,13.082740,80.270680,89.6,1,0.020,-0.010,1.600,1.33,-0.50,0.00,3.89,1,0,0,-28.00,0000
1769000005400,27,95.2,24.4,1001.9,13.082760,80.270700,95.2,1,0.020,-0.010,1.600,-1.33,0.00,0.75,3.89,1,0,0,-28.00,0000
1769000005600,28,100.8,24.3,1001.2,13.082640,80.270720,100.8,1,0.020,-0.010,1.600,-1.00,0.50,-1.50,3.89,1,0,0,-28.00,0000
1769000005800,29,106.4,24.3,1000.5,13.082660,80.270740,106.4,1,0.020,-0.010,1.600,-0.67,1.00,-0.75,3.89,1,0,0,-28.00,0000
1769000006000,30,112.0,24.3,999.9,13.082680,80.270660,112.0,1,0.020,-0.010,1.600,-0.33,-1.50,0.00,3.89,1,0,0,-28.00,0000
1769000006200,31,117.6,24.2,999.2,13.082700,80.270680,117.6,1,0.020,-0.010,1.600,0.00,-1.00,0.75,3.89,1,0,0,-28.00,0000
1769000006400,32,123.2,24.2,998.5,13.082720,80.270700,123.2,1,0.020,-0.010,1.600,0.33,-0.50,-1.50,3.89,1,0,0,-28.00,0000
1769000006600,33,128.8,24.2,997.9,13.082740,80.270720,128.8,1,0.020,-0.010,1.600,0.67,0.00,-0.75,3.89,1,0,0,-28.00,0000
1769000006800,34,134.4,24.1,997.2,13.082760,80.270740,134.4,1,0.020,-0.010,1.600,1.00,0.50,0.00,3.89,1,0,0,-28.00,0000
1769000007000,35,140.0,24.1,996.5,13.082640,80.270660,140.0,1,0.020,-0.010,1.600,1.33,1.00,0.75,3.89,1,0,0,-28.00,0000
1769000007200,36,145.6,24.1,995.9,13.082660,80.270680,145.6,1,0.020,-0.010,1.600,-1.33,-1.50,-1.50,3.89,1,0,0,-28.00,0000
1769000007400,37,151.2,24.0,995.2,13.082680,80.270700,151.2,1,0.020,-0.010,1.600,-1.00,-1.00,-0.75,3.89,1,0,0,-28.00,0000
1769000007600,38,156.8,24.0,994.6,13.082700,80.270720,156.8,1,0.020,-0.010,1.600,-0.67,-0.50,0.00,3.89,1,0,0,-28.00,0000
1769000007800,39,162.4,23.9,993.9,13.082720,80.270740,162.4,1,0.020,-0.010,1.600,-0.33,0.00,0.75,3.89,1,0,0,-28.00,0000
1769000008000,40,168.0,23.9,993.2,0.000000,0.000000,168.0,0,0.020,-0.010,1.600,0.00,0.50,-1.50,3.89,1,0,0,-28.00,0100
1769000008200,41,173.6,23.9,992.6,0.000000,0.000000,173.6,0,0.020,-0.010,1.600,0.33,1.00,-0.75,3.89,1,0,0,-28.00,0100
1769000008400,42,179.2,23.8,991.9,0.000000,0.000000,179.2,0,0.020,-0.010,1.600,0.67,-1.50,0.00,3.89,1,0,0,-28.00,0100
1769000008600,43,184.8,23.8,991.2,0.000000,0.000000,184.8,0,0.020,-0.010,1.600,1.00,-1.00,0.75,3.89,1,0,0,-28.00,0100
1769000008800,44,190.4,23.8,990.6,0.000000,0.000000,190.4,0,0.020,-0.010,1.600,1.33,-0.50,-1.50,3.89,1,0,0,-28.00,0100
1769000009000,45,196.0,23.7,989.9,0.000000,0.000000,196.0,0,0.020,-0.010,1.600,-1.33,0.00,-0.75,3.89,1,0,0,-28.00,0100
1769000009200,46,201.6,23.7,989.3,0.000000,0.000000,201.6,0,0.020,-0.010,1.600,-1.00,0.50,0.00,3.89,1,0,0,-28.00,0100
1769000009399,47,207.2,23.7,988.6,0.000000,0.000000,207.2,0,0.020,-0.010,1.600,-0.67,1.00,0.75,3.89,1,0,0,-28.14,0100
1769000009599,48,212.8,23.6,987.9,0.000000,0.000000,212.8,0,0.020,-0.010,1.600,-0.33,-1.50,-1.50,3.89,1,0,0,-28.00,0100
1769000009799,49,218.4,23.6,987.3,0.000000,0.000000,218.4,0,0.020,-0.010,1.600,0.00,-1.00,-0.75,3.89,1,0,0,-28.00,0100
1769000009999,50,224.0,23.5,986.6,0.000000,0.000000,224.0,0,0.020,-0.010,1.600,0.33,-0.50,0.00,3.89,1,0,0,-28.00,0100
1769000010199,51,229.6,23.5,986.0,0.000000,0.000000,229.6,0,0.020,-0.010,1.600,0.67,0.00,0.75,3.89,1,0,0,-28.00,0100
1769000010399,52,235.2,23.5,985.3,0.000000,0.000000,235.2,0,0.020,-0.010,1.600,1.00,0.50,-1.50,3.89,1,0,0,-28.00,0100
1769000010599,53,240.8,23.4,984.7,0.000000,0.000000,240.8,0,0.020,-0.010,1.600,1.33,1.00,-0.75,3.89,1,0,0,-28.00,0100
1769000010799,54,246.4,23.4,984.0,0.000000,0.000000,246.4,0,0.020,-0.010,1.600,-1.33,-1.50,0.00,3.89,1,0,0,-28.00,0100
1769000010999,55,252.0,23.4,983.3,0.000000,0.000000,252.0,0,0.020,-0.010,1.600,-1.00,-1.00,0.75,3.89,1,0,0,-28.00,0100
1769000011199,56,257.6,23.3,982.7,0.000000,0.000000,257.6,0,0.020,-0.010,1.600,-0.67,-0.50,-1.50,3.89,1,0,0,-28.00,0100
1769000011399,57,263.2,23.3,982.0,0.000000,0.000000,263.2,0,0.020,-0.010,1.600,-0.33,0.00,-0.75,3.89,1,0,0,-28.00,0100
1769000011599,58,268.8,23.3,981.4,0.000000,0.000000,268.8,0,0.020,-0.010,1.600,0.00,0.50,0.00,3.89,1,0,0,-28.00,0100
1769000011799,59,274.4,23.2,980.7,0.000000,0.000000,274.4,0,0.020,-0.010,1.600,0.33,1.00,0.75,3.89,1,0,0,-28.00,0100
1769000011999,60,280.0,23.2,980.1,0.000000,0.000000,280.0,0,0.020,-0.010,1.600,0.67,-1.50,-1.50,3.89,1,0,0,-28.00,0100
1769000012199,61,285.6,23.1,979.4,0.000000,0.000000,285.6,0,0.020,-0.010,1.600,1.00,-1.00,-0.75,3.89,1,0,0,-28.00,0100
1769000012399,62,291.2,23.1,978.8,0.000000,0.000000,291.2,0,0.020,-0.010,1.600,1.33,-0.50,0.00,3.89,1,0,0,-28.00,0100
1769000012599,63,296.8,23.1,978.1,0.000000,0.000000,296.8,0,0.020,-0.010,1.600,-1.33,0.00,0.75,3.89,1,0,0,-28.00,0100
1769000012799,64,302.4,23.0,977.4,0.000000,0.000000,302.4,0,0.020,-0.010,1.600,-1.00,0.50,-1.50,3.89,1,0,0,-28.00,0100
1769000012999,65,308.0,23.0,976.8,0.000000,0.000000,308.0,0,0.020,-0.010,1.600,-0.67,1.00,-0.75,3.89,1,0,0,-28.00,0100
1769000013199,66,313.6,23.0,976.1,0.000000,0.000000,313.6,0,0.020,-0.010,1.600,-0.33,-1.50,0.00,3.89,1,0,0,-28.00,0100
1769000013399,67,319.2,22.9,975.5,0.000000,0.000000,319.2,0,0.020,-0.010,1.600,0.00,-1.00,0.75,3.89,1,0,0,-28.00,0100
1769000013599,68,324.8,22.9,974.8,0.000000,0.000000,324.8,0,0.020,-0.010,1.600,0.33,-0.50,-1.50,3.89,1,0,0,-28.00,0100
1769000013799,69,330.4,22.9,974.2,0.000000,0.000000,330.4,0,0.020,-0.010,1.600,0.67,0.00,-0.75,3.89,1,0,0,-28.00,0100
1769000013999,70,336.0,22.8,973.5,0.000000,0.000000,336.0,0,0.020,-0.010,1.600,1.00,0.50,0.00,3.89,1,0,0,-28.00,0100
1769000014199,71,341.6,22.8,972.9,0.000000,0.000000,341.6,0,0.020,-0.010,1.600,1.33,1.00,0.75,3.89,1,0,0,-28.00,0100
1769000014399,72,347.2,22.7,972.2,0.000000,0.000000,347.2,0,0.020,-0.010,1.600,-1.33,-1.50,-1.50,3.89,1,0,0,-28.00,0100
1769000014599,73,352.8,22.7,971.6,0.000000,0.000000,352.8,0,0.020,-0.010,1.600,-1.00,-1.00,-0.75,3.89,1,0,0,-28.00,0100
1769000014799,74,358.4,22.7,970.9,0.000000,0.000000,358.4,0,0.020,-0.010,1.600,-0.67,-0.50,0.00,3.89,1,0,0,-28.00,0100
1769000014999,75,364.0,22.6,970.3,0.000000,0.000000,364.0,0,0.020,-0.010,1.600,-0.33,0.00,0.75,3.88,1,0,0,-28.00,0100
1769000015199,76,369.6,22.6,969.6,0.000000,0.000000,369.6,0,0.020,-0.010,1.600,0.00,0.50,-1.50,3.88,1,0,0,-28.00,0100
1769000015399,77,375.2,22.6,969.0,0.000000,0.000000,375.2,0,0.020,-0.010,1.600,0.33,1.00,-0.75,3.88,1,0,0,-28.00,0100
1769000015599,78,380.8,22.5,968.3,0.000000,0.000000,380.8,0,0.020,-0.010,1.600,0.67,-1.50,0.00,3.88,1,0,0,-28.00,0100
1769000015799,79,380.8,22.5,968.3,0.000000,0.000000,380.8,0,0.020,-0.010,1.000,1.00,-1.00,0.75,3.88,2,0,0,0.00,0100
1769000015999,80,377.6,22.5,968.7,0.000000,0.000000,377.6,0,0.020,-0.010,1.000,17.78,-6.67,-20.00,3.88,3,0,0,16.00,1110
1769000016199,81,374.4,22.6,969.1,13.082720,80.270680,374.4,1,0.020,-0.010,1.000,-17.78,0.00,-10.00,3.88,3,0,0,16.00,1010
1769000016399,82,371.2,22.6,969.4,13.082740,80.270700,371.2,1,0.020,-0.010,1.000,-13.33,6.67,0.00,3.88,3,0,0,16.00,1010
1769000016599,83,368.0,22.6,969.8,13.082760,80.270720,368.0,1,0.020,-0.010,1.000,-8.89,13.33,10.00,3.88,3,0,0,16.00,1010
1769000016799,84,364.8,22.6,970.2,13.082640,80.270740,364.8,1,0.020,-0.010,1.000,-4.44,-20.00,-20.00,3.88,3,0,0,16.00,1010
1769000016999,85,361.6,22.6,970.6,13.082660,80.270660,361.6,1,0.020,-0.010,1.000,0.00,-13.33,-10.00,3.88,3,0,0,16.00,1010
1769000017199,86,358.4,22.7,970.9,13.082680,80.270680,358.4,1,0.020,-0.010,1.000,4.44,-6.67,0.00,3.88,3,0,0,16.00,1010
1769000017399,87,355.2,22.7,971.3,13.082700,80.270700,355.2,1,0.020,-0.010,1.000,8.89,0.00,10.00,3.88,3,0,0,16.00,1010
1769000017599,88,352.0,22.7,971.7,13.082720,80.270720,352.0,1,0.020,-0.010,1.000,13.33,6.67,-20.00,3.88,3,0,0,16.00,1010
1769000017799,89,348.8,22.7,972.0,13.082740,80.270740,348.8,1,0.020,-0.010,1.000,17.78,13.33,-10.00,3.88,3,0,0,16.00,1010
1769000017999,90,345.6,22.8,972.4,13.082760,80.270660,345.6,1,0.020,-0.010,1.000,-17.78,-20.00,0.00,3.88,3,0,0,16.00,1010
1769000018199,91,342.4,22.8,972.8,13.082640,80.270680,342.4,1,0.020,-0.010,1.000,-13.33,-13.33,10.00,3.88,3,0,0,16.00,1010
1769000018399,92,339.2,22.8,973.2,13.082660,80.270700,339.2,1,0.020,-0.010,1.000,-8.89,-6.67,-20.00,3.88,3,0,0,16.00,1010
1769000018599,93,336.0,22.8,973.5,13.082680,80.270720,336.0,1,0.020,-0.010,1.000,-4.44,0.00,-10.00,3.88,3,0,0,16.00,1010
1769000018799,94,332.8,22.8,973.9,13.082700,80.270740,332.8,1,0.020,-0.010,1.000,0.00,6.67,0.00,3.88,3,0,0,16.00,1010
1769000018999,95,329.6,22.9,974.3,13.082720,80.270660,329.6,1,0.020,-0.010,1.000,4.44,13.33,10.00,3.88,3,0,0,16.00,1010
1769000019199,96,326.4,22.9,974.6,13.082740,80.270680,326.4,1,0.020,-0.010,1.000,8.89,-20.00,-20.00,3.88,3,0,0,16.00,1010
1769000019399,97,323.2,22.9,975.0,13.082760,80.270700,323.2,1,0.020,-0.010,1.000,13.33,-13.33,-10.00,3.88,3,0,0,16.00,1010
1769000019599,98,320.0,22.9,975.4,13.082640,80.270720,320.0,1,0.020,-0.010,1.000,17.78,-6.67,0.00,3.88,3,0,0,16.00,1010
1769000019799,99,316.8,22.9,975.8,13.082660,80.270740,316.8,1,0.020,-0.010,1.000,-17.78,0.00,10.00,3.88,3,0,0,16.00,1010
1769000019999,100,313.6,23.0,976.1,13.082680,80.270660,313.6,1,0.020,-0.010,1.000,-13.33,6.67,-20.00,3.88,3,0,0,16.00,1010
1769000020199,101,310.4,23.0,976.5,13.082700,80.270680,310.4,1,0.020,-0.010,1.000,-8.89,13.33,-10.00,3.88,3,0,0,16.00,1010
1769000020399,102,307.2,23.0,976.9,13.082720,80.270700,307.2,1,0.020,-0.010,1.000,-4.44,-20.00,0.00,3.88,3,0,0,16.00,1010
1769000020599,103,304.0,23.0,977.3,13.082740,80.270720,304.0,1,0.020,-0.010,1.000,0.00,-13.33,10.00,3.88,3,0,0,16.00,1010
1769000020799,104,300.8,23.0,977.6,13.082760,80.270740,300.8,1,0.020,-0.010,1.000,4.44,-6.67,-20.00,3.88,3,0,0,16.00,1010
1769000020999,105,297.6,23.1,978.0,13.082640,80.270660,297.6,1,0.020,-0.010,1.000,8.89,0.00,-10.00,3.88,3,0,0,16.00,1010
1769000021199,106,294.4,23.1,978.4,13.082660,80.270680,294.4,1,0.020,-0.010,1.000,13.33,6.67,0.00,3.88,3,0,0,16.00,1010
1769000021399,107,291.2,23.1,978.8,13.082680,80.270700,291.2,1,0.020,-0.010,1.000,17.78,13.33,10.00,3.88,3,0,0,16.00,1010
1769000021599,108,288.0,23.1,979.1,13.082700,80.270720,288.0,1,0.020,-0.010,1.000,-17.78,-20.00,-20.00,3.88,3,0,0,16.00,1010
1769000021799,109,284.8,23.1,979.5,13.082720,80.270740,284.8,1,0.020,-0.010,1.000,-13.33,-13.33,-10.00,3.88,3,0,0,16.00,1010
1769000021999,110,281.6,23.2,979.9,13.082740,80.270660,281.6,1,0.020,-0.010,1.000,-8.89,-6.67,0.00,3.88,3,0,0,16.00,1010
1769000022199,111,278.4,23.2,980.2,13.082760,80.270680,278.4,1,0.020,-0.010,1.000,-4.44,0.00,10.00,3.88,3,0,0,16.00,1010
1769000022399,112,275.2,23.2,980.6,13.082640,80.270700,275.2,1,0.020,-0.010,1.000,0.00,6.67,-20.00,3.88,3,0,0,16.00,1010
1769000022599,113,272.0,23.2,981.0,13.082660,80.270720,272.0,1,0.020,-0.010,1.000,4.44,13.33,-10.00,3.88,3,0,0,16.00,1010
1769000022799,114,268.8,23.3,981.4,13.082680,80.270740,268.8,1,0.020,-0.010,1.000,8.89,-20.00,0.00,3.88,3,0,0,16.00,1010
1769000022999,115,265.6,23.3,981.7,13.082700,80.270660,265.6,1,0.020,-0.010,1.000,13.33,-13.33,10.00,3.88,3,0,0,16.00,1010
1769000023199,116,262.4,23.3,982.1,13.082720,80.270680,262.4,1,0.020,-0.010,1.000,17.78,-6.67,-20.00,3.88,3,0,0,16.00,1010
1769000023399,117,259.2,23.3,982.5,13.082740,80.270700,259.2,1,0.020,-0.010,1.000,-17.78,0.00,-10.00,3.88,3,0,0,16.00,1010
1769000023599,118,256.0,23.3,982.9,13.082760,80.270720,256.0,1,0.020,-0.010,1.000,-13.33,6.67,0.00,3.88,3,0,0,16.00,1010
1769000023799,119,252.8,23.4,983.2,13.082640,80.270740,252.8,1,0.020,-0.010,1.000,-8.89,13.33,10.00,3.88,3,0,0,16.00,1010
1769000023999,120,249.6,23.4,983.6,13.082660,80.270660,249.6,1,0.020,-0.010,1.000,-4.44,-20.00,-20.00,3.88,3,0,0,16.00,1010
1769000024199,121,246.4,23.4,984.0,13.082680,80.270680,246.4,1,0.020,-0.010,1.000,0.00,-13.33,-10.00,3.88,3,0,0,16.00,1010
1769000024399,122,243.2,23.4,984.4,13.082700,80.270700,243.2,1,0.020,-0.010,1.000,4.44,-6.67,0.00,3.88,3,0,0,16.00,1010
1769000024599,123,240.0,23.4,984.7,13.082720,80.270720,240.0,1,0.020,-0.010,1.000,8.89,0.00,10.00,3.88,3,0,0,16.00,1010
1769000024799,124,236.8,23.5,985.1,13.082740,80.270740,236.8,1,0.020,-0.010,1.000,13.33,6.67,-20.00,3.88,3,0,0,16.00,1010
1769000024999,125,233.6,23.5,985.5,13.082760,80.270660,233.6,1,0.020,-0.010,1.000,17.78,13.33,-10.00,3.88,3,0,0,16.00,1010
1769000025199,126,230.4,23.5,985.9,13.082640,80.270680,230.4,1,0.020,-0.010,1.000,-17.78,-20.00,0.00,3.87,3,0,0,16.00,1010
1769000025399,127,227.2,23.5,986.3,13.082660,80.270700,227.2,1,0.020,-0.010,1.000,-13.33,-13.33,10.00,3.87,3,0,0,16.00,1010
1769000025599,128,224.0,23.5,986.6,13.082680,80.270720,224.0,1,0.020,-0.010,1.000,-8.89,-6.67,-20.00,3.87,3,0,0,16.00,1010
1769000025799,129,220.8,23.6,987.0,13.082700,80.270740,220.8,1,0.020,-0.010,1.000,-4.44,0.00,-10.00,3.87,3,0,0,16.00,1010
1769000025999,130,217.6,23.6,987.4,13.082720,80.270660,217.6,1,0.020,-0.010,1.000,0.00,6.67,0.00,3.87,3,0,0,16.00,1010
1769000026199,131,214.4,23.6,987.8,13.082740,80.270680,214.4,1,0.020,-0.010,1.000,4.44,13.33,10.00,3.87,3,0,0,16.00,1010
1769000026399,132,211.2,23.6,988.1,13.082760,80.270700,211.2,1,0.020,-0.010,1.000,8.89,-20.00,-20.00,3.87,3,0,0,16.00,1010
1769000026599,133,208.0,23.6,988.5,13.082640,80.270720,208.0,1,0.020,-0.010,1.000,13.33,-13.33,-10.00,3.87,3,0,0,16.00,1010
1769000026799,134,204.8,23.7,988.9,13.082660,80.270740,204.8,1,0.020,-0.010,1.000,17.78,-6.67,0.00,3.87,3,0,0,16.00,1010
1769000026999,135,201.6,23.7,989.3,13.082680,80.270660,201.6,1,0.020,-0.010,1.000,-17.78,0.00,10.00,3.87,3,0,0,16.00,1010
1769000027199,136,198.4,23.7,989.6,13.082700,80.270680,198.4,1,0.020,-0.010,1.000,-13.33,6.67,-20.00,3.87,3,0,0,16.00,1010
1769000027399,137,195.2,23.7,990.0,13.082720,80.270700,195.2,1,0.020,-0.010,1.000,-8.89,13.33,-10.00,3.87,3,0,0,16.00,1010
1769000027599,138,192.0,23.8,990.4,13.082740,80.270720,192.0,1,0.020,-0.010,1.000,-4.44,-20.00,0.00,3.87,3,0,0,16.00,1010
1769000027799,139,188.8,23.8,990.8,13.082760,80.270740,188.8,1,0.020,-0.010,1.000,0.00,-13.33,10.00,3.87,3,0,0,16.00,1010
1769000027999,140,185.6,23.8,991.2,13.082640,80.270660,185.6,1,0.020,-0.010,1.000,4.44,-6.67,-20.00,3.87,3,0,0,16.00,1010
1769000028199,141,182.4,23.8,991.5,13.082660,80.270680,182.4,1,0.020,-0.010,1.000,8.89,0.00,-10.00,3.87,3,0,0,16.00,1010
1769000028399,142,179.2,23.8,991.9,13.082680,80.270700,179.2,1,0.020,-0.010,1.000,13.33,6.67,0.00,3.87,3,0,0,16.00,1010
1769000028599,143,176.0,23.9,992.3,13.082700,80.270720,176.0,1,0.020,-0.010,1.000,17.78,13.33,10.00,3.87,3,0,0,16.00,1010
1769000028799,144,172.8,23.9,992.7,13.082720,80.270740,172.8,1,0.020,-0.010,1.000,-17.78,-20.00,-20.00,3.87,3,0,0,16.00,1010
1769000028999,145,169.6,23.9,993.0,13.082740,80.270660,169.6,1,0.020,-0.010,1.000,-13.33,-13.33,-10.00,3.87,3,0,0,16.00,1010
1769000029199,146,166.4,23.9,993.4,13.082760,80.270680,166.4,1,0.020,-0.010,1.000,-8.89,-6.67,0.00,3.87,3,0,0,16.00,1010
1769000029399,147,163.2,23.9,993.8,13.082640,80.270700,163.2,1,0.020,-0.010,1.000,-4.44,0.00,10.00,3.87,3,0,0,16.00,1010
1769000029599,148,160.0,24.0,994.2,13.082660,80.270720,160.0,1,0.020,-0.010,1.000,0.00,6.67,-20.00,3.87,3,0,0,16.00,1010
1769000029799,149,156.8,24.0,994.6,13.082680,80.270740,156.8,1,0.020,-0.010,1.000,4.44,13.33,-10.00,3.87,3,0,0,16.00,1010
1769000029999,150,153.6,24.0,994.9,13.082700,80.270660,153.6,1,0.020,-0.010,1.000,8.89,-20.00,0.00,3.87,3,0,0,16.00,1010
1769000030199,151,150.4,24.0,995.3,13.082720,80.270680,150.4,1,0.020,-0.010,1.000,13.33,-13.33,10.00,3.87,3,0,0,16.00,1010
1769000030399,152,147.2,24.0,995.7,13.082740,80.270700,147.2,1,0.020,-0.010,1.000,17.78,-6.67,-20.00,3.87,3,0,0,16.00,1010
1769000030599,153,144.0,24.1,996.1,13.082760,80.270720,144.0,1,0.020,-0.010,1.000,-17.78,0.00,-10.00,3.87,3,0,0,16.00,1010
1769000030799,154,140.8,24.1,996.4,13.082640,80.270740,140.8,1,0.020,-0.010,1.000,-13.33,6.67,0.00,3.87,3,0,0,16.00,1010
1769000030999,155,137.6,24.1,996.8,13.082660,80.270660,137.6,1,0.020,-0.010,1.000,-8.89,13.33,10.00,3.87,3,0,0,16.00,1010
1769000031199,156,134.4,24.1,997.2,13.082680,80.270680,134.4,1,0.020,-0.010,1.000,-4.44,-20.00,-20.00,3.87,3,0,0,16.00,1010
1769000031399,157,131.2,24.1,997.6,13.082700,80.270700,131.2,1,0.020,-0.010,1.000,0.00,-13.33,-10.00,3.87,3,0,0,16.00,1010
1769000031599,158,128.0,24.2,998.0,13.082720,80.270720,128.0,1,0.020,-0.010,1.000,4.44,-6.67,0.00,3.87,3,0,0,16.00,1010
1769000031799,159,124.8,24.2,998.3,13.082740,80.270740,124.8,1,0.020,-0.010,1.000,8.89,0.00,10.00,3.87,3,0,0,16.00,1010
1769000031999,160,121.6,24.2,998.7,13.082760,80.270660,121.6,1,0.020,-0.010,1.000,13.33,6.67,-20.00,3.87,3,0,0,16.00,1010
1769000032199,161,118.4,24.2,999.1,13.082640,80.270680,118.4,1,0.020,-0.010,1.000,17.78,13.33,-10.00,3.87,3,0,0,16.00,1010
1769000032399,162,115.2,24.3,999.5,13.082660,80.270700,115.2,1,0.020,-0.010,1.000,-17.78,-20.00,0.00,3.87,3,0,0,16.00,1010
1769000032599,163,112.0,24.3,999.9,13.082680,80.270720,112.0,1,0.020,-0.010,1.000,-13.33,-13.33,10.00,3.87,3,0,0,16.00,1010
1769000032799,164,108.8,24.3,1000.2,13.082700,80.270740,108.8,1,0.020,-0.010,1.000,-8.89,-6.67,-20.00,3.87,3,0,0,16.00,1010
1769000032999,165,105.6,24.3,1000.6,13.082720,80.270660,105.6,1,0.020,-0.010,1.000,-4.44,0.00,-10.00,3.87,3,0,0,16.00,1010
1769000033199,166,102.4,24.3,1001.0,13.082740,80.270680,102.4,1,0.020,-0.010,1.000,0.00,6.67,0.00,3.87,3,0,0,16.00,1010
1769000033399,167,99.2,24.4,1001.4,13.082760,80.270700,99.2,1,0.020,-0.010,1.000,4.44,13.33,10.00,3.87,3,0,0,16.00,1010
1769000033599,168,96.0,24.4,1001.8,13.082640,80.270720,96.0,1,0.020,-0.010,1.000,8.89,-20.00,-20.00,3.87,3,0,0,16.00,1010
1769000033799,169,92.8,24.4,1002.2,13.082660,80.270740,92.8,1,0.020,-0.010,1.000,13.33,-13.33,-10.00,3.87,3,0,0,16.00,1010
1769000033999,170,89.6,24.4,1002.5,13.082680,80.270660,89.6,1,0.020,-0.010,1.000,17.78,-6.67,0.00,3.87,3,0,0,16.00,1010
